ID,Abstract,P_labels,P_Prediction,Participants,I_labels,I_Prediction,Intervention/Control,O_labels,O_Prediction,Outcomes,Notes,P BLEU Score,P ROUGE Precision Score,P ROUGE Recall Score,P ROUGE F1 Score,P Simple Unigram Overlap Percentage,I BLEU Score,I ROUGE Precision Score,I ROUGE Recall Score,I ROUGE F1 Score,I Simple Unigram Overlap Percentage,O BLEU Score,O ROUGE Precision Score,O ROUGE Recall Score,O ROUGE F1 Score,O Simple Unigram Overlap Percentage
24061784,"Baseline factors predicting placebo response to treatment in children and adolescents with autism spectrum disorders: a multisite randomized clinical trial. IMPORTANCE The finding of factors that differentially predict the likelihood of response to placebo over that of an active drug could have a significant impact on study design in this population. OBJECTIVE To identify possible nonspecific, baseline predictors of response to intervention in a large randomized clinical trial of children and adolescents with autism spectrum disorders. DESIGN, SETTING, AND PARTICIPANTS Randomized clinical trial of citalopram hydrobromide for children and adolescents with autism spectrum disorders and prominent repetitive behavior. Baseline data at study entry were examined with respect to final outcome to determine if response predictors could be identified. A total of 149 children and adolescents 5 to 17 years of age ( mean [ SD ] age, 9.4 [ 3.1 ] years ) from 6 academic centers were randomly assigned to citalopram ( n = 73 ) or placebo ( n = 76 ). Participants had autistic disorder, Asperger syndrome, or pervasive developmental disorder, not otherwise specified ; had illness severity ratings that were moderate or more than moderate on the Clinical Global Impression-Severity scale ; and scored moderate or more than moderate on compulsive behaviors measured with the modified Children 's Yale-Brown Obsessive-Compulsive Scale. INTERVENTIONS Twelve weeks of treatment with citalopram ( 10 mg/5 mL ) or placebo. The mean ( SD ) maximum dose of citalopram was 16.5 ( 6.5 ) mg by mouth daily ( maximum dose, 20 mg/d ). MAIN OUTCOMES AND MEASURES A positive response was defined as having a score of at least much improved on the Clinical Global Impression-Improvement scale at week 12. Baseline measures included demographic ( sex, age, weight, and pubertal status ), clinical, and family measures. Clinical variables included baseline illness severity ratings ( the Aberrant Behavior Checklist, the Child and Adolescent Symptom Inventory, the Vineland Adaptive Behavior Scales, the Repetitive Behavior Scale-Revised, and the Children 's Yale-Brown Obsessive-Compulsive Scale ). Family measures included the Caregiver Strain Questionnaire. RESULTS Several baseline predictors of response were identified, and a principal component analysis yielded 3 composite measures ( disruptive behavior, autism/mood, and caregiver strain ) that significantly predicted response at week 12. Specifically, participants in the placebo group were significantly less likely than participants in the citalopram group to respond at week 12 if they entered the study more symptomatic on each of the 3 composite measures, and they were at least 2 times less likely to be responders. CONCLUSIONS AND RELEVANCE This analysis suggests strategies that may be useful in anticipating and potentially mitigating the nonspecific response in randomized clinical trials of children and adolescents with autism spectrum disorders. TRIAL REGISTRATION clinicaltrials.gov Identifier: NCT00086645.","['children and adolescents with autism spectrum disorders :', 'children and adolescents with autism spectrum disorders .', 'children and adolescents with autism spectrum disorders and prominent repetitive behavior .', '149 children and adolescents 5 to 17 years of age ( mean [ SD ] age , 9.4 [ 3.1 ] years ) from 6 academic centers', ""Participants had autistic disorder , Asperger syndrome , or pervasive developmental disorder , not otherwise specified ; had illness severity ratings that were moderate or more than moderate on the Clinical Global Impression-Severity scale ; and scored moderate or more than moderate on compulsive behaviors measured with the modified Children 's Yale-Brown Obsessive-Compulsive Scale ."", 'children and adolescents with autism spectrum disorders .']","149 children and adolescents 5 to 17 years of age (mean [SD] age, 9.4 [3.1] years) from 6 academic centers with autistic disorder, Asperger syndrome, or pervasive developmental disorder, not otherwise specified; had illness severity ratings that were moderate or more than moderate on the Clinical Global Impression-Severity scale; and scored moderate or more than moderate on compulsive behaviors measured with the modified Children 's Yale-Brown Obsessive-Compulsive Scale.",C,"['placebo', 'citalopram hydrobromide', 'citalopram', 'placebo', 'citalopram', 'placebo .']","Twelve weeks of treatment with citalopram (10 mg/5 mL) or placebo. The mean (SD) maximum dose of citalopram was 16.5 (6.5) mg by mouth daily (maximum dose, 20 mg/d).",C,"['response to intervention', 'Clinical Global Impression-Improvement scale', ""( the Aberrant Behavior Checklist , the Child and Adolescent Symptom Inventory , the Vineland Adaptive Behavior Scales , the Repetitive Behavior Scale-Revised , and the Children 's Yale-Brown Obsessive-Compulsive Scale )"", 'Caregiver Strain Questionnaire .', '( disruptive behavior , autism/mood , and caregiver strain )']","A positive response was defined as having a score of at least much improved on the Clinical Global Impression-Improvement scale at week 12. Baseline measures included demographic (sex, age, weight, and pubertal status), clinical, and family measures. Clinical variables included baseline illness severity ratings (the Aberrant Behavior Checklist, the Child and Adolescent Symptom Inventory, the Vineland Adaptive Behavior Scales, the Repetitive Behavior Scale-Revised, and the Children 's Yale-Brown Obsessive-Compulsive Scale). Family measures included the Caregiver Strain Questionnaire.",C,,1.0791656101025169,0.9863013698630136,0.6792452830188679,0.8044692737430168,84.61538461538461,0.0790888967174678,0.0909090909090909,0.4285714285714285,0.15,66.66666666666666,0.4843888772470774,0.4691358024691358,0.8085106382978723,0.59375,85.29411764705883
24768960,"To excise or ablate endometriosis ? A prospective randomized double-blinded trial after 5-year follow-up. STUDY OBJECTIVE To compare reduction of pain after laparoscopy for ablation or excision of endometriosis. DESIGN Prospective, randomized, double-blind study ( Canadian Task Force classification I ). SETTING Endometriosis and pelvic pain clinic at a university teaching hospital. PATIENTS Women of reproductive age with pelvic pain and visually proved endometriosis. INTERVENTIONS Subjects completed a questionnaire rating various kinds of pain using visual analog scales ( VAS ). After visual identification subjects were randomized to treatment via ablation or excision by supervised training gynecologists as primary surgeons. Follow-up questionnaires documented pain levels every 3 months for 1 year and then every 6 months for 5 years. MEASUREMENTS AND MAIN RESULTS Change in pain VAS scores during 5 years after the operation and rates of pregnancy, repeat surgery, and use of hormone therapy were evaluated. There was a reduction in all pain scores over the 5-year follow-up in both treatment groups. A significantly greater reduction in dyspareunia VAS scores was observed in the excision group at 5 years ( p =.03 at univariate analysis, and p =.007 at multivariate analysis ). More women in the ablation group continued to receive medical treatment of endometriosis at 5 years ( p =.004 ). CONCLUSIONS Surgical treatment of endometriosis provides symptom reduction for up to 5 years. In some limited areas such as deep dyspareunia, excision is more effective than ablation.","['endometriosis', 'Endometriosis and pelvic pain clinic at a university teaching hospital .', 'Women of reproductive age with pelvic pain and visually proved endometriosis .']",Women of reproductive age with pelvic pain and visually proved endometriosis,C,"['excise or ablate', 'ablation', 'excision', 'questionnaire rating', 'ablation or excision', 'excision', 'ablation .']",Subjects were randomized to treatment via ablation or excision by supervised training gynecologists as primary surgeons. Follow-up questionnaires documented pain levels every 3 months for 1 year and then every 6 months for 5 years.,C,"['pain levels', 'Change in pain VAS scores', 'rates of pregnancy , repeat surgery , and use of hormone therapy', 'pain scores', 'dyspareunia VAS scores', 'medical treatment of endometriosis']","Change in pain VAS scores during 5 years after the operation and rates of pregnancy, repeat surgery, and use of hormone therapy",P,,1.1167470964180197,1.0,0.5,0.6666666666666666,66.66666666666666,0.1010239337588958,0.0833333333333333,0.25,0.125,33.33333333333333,0.7116067744730353,0.6818181818181818,0.5769230769230769,0.6249999999999999,68.75
24930383,"Elevation of HDL-C in response to statin treatment is involved in the regression of carotid atherosclerosis. AIM Atherosclerosis is strongly associated with an increased mortality in subjects with diabetes. The carotid intima-media thickness ( IMT ) is commonly measured as a surrogate marker for cardiovascular risk. Statins are well-established protective agents against atherosclerosis and reportedly suppress IMT progression in subjects with diabetes. To clarify the effects of statins on subclinical atherosclerosis, we herein investigated changes in the carotid IMT and lipid profiles in a multi-center, prospective, randomized trial. METHODS Hypercholesterolemic subjects with type 2 diabetes were randomly assigned to open-label treatment with either pravastatin or pitavastatin. The primary endpoint of this study was the IMT change after 36 months of statin treatment. RESULTS A total of 97 subjects ( 51 pitavastatin ; 46 pravastatin ) completed this 36-month study. The LDL-C decreased significantly from 163.4 Â± 27.9 mg/dl at baseline to 100.4 Â± 19.6 mg/dl at 36 months in the pitavastatin group and from 159.7 Â± 25.6 mg/dl to 118.5 Â± 22.1 mg/dl in the pravastatin group. The mean IMT showed moderate regression in both the pitavastatin ( -0.070 Â± 0.215 mm, P < 0.05 ) and the pravastatin ( -0.067 Â± 0.260 mm ) group. However, there was no significant difference in the IMT change between the two groups. When the two groups were combined, the 36-month change in the mean IMT was significantly associated with HDL-C change ( r=-0.24, P= 0.03 ). Multiple linear regression analysis revealed the change in HDL-C to be an independent variable showing a positive correlation with the carotid IMT reduction. CONCLUSION The administration of statins for 3 years to subjects with type 2 diabetes resulted in a significant regression of the carotid IMT. An elevation of the plasma HDL-C with statin treatment was closely related to a regression of atherosclerosis.","['regression of carotid atherosclerosis .', 'subjects with diabetes .', 'Hypercholesterolemic subjects with type 2 diabetes', 'A total of 97 subjects ( 51 pitavastatin ; 46 pravastatin ) completed this 36-month study .']",Hypercholesterolemic subjects with type 2 diabetes,C,"['statin', 'pravastatin or pitavastatin .', 'statin', 'pitavastatin ;', 'pravastatin )', 'the pitavastatin', 'and the pravastatin', 'HDL-C with statin']",Open-label treatment with either pravastatin or pitavastatin,C,"['HDL-C', 'carotid intima-media thickness ( IMT )', 'IMT change', 'LDL-C', 'The mean', 'in the IMT change', 'in the mean', 'associated with HDL-C change', 'change in', 'of the carotid', 'of the plasma']","IMT change after 36 months of statin treatment, changes in lipid profiles, regression of carotid atherosclerosis",P,,1.1167470964180197,1.0,0.2222222222222222,0.3636363636363636,23.809523809523807,0.2771752356259992,0.375,0.1875,0.25,28.57142857142857,0.1119418790858644,0.375,0.1818181818181818,0.2448979591836734,21.428571428571427
21801451,"Falls and mobility in Parkinson 's disease: protocol for a randomised controlled clinical trial. BACKGROUND Although physical therapy and falls prevention education are argued to reduce falls and disability in people with idiopathic Parkinson 's disease, this has not yet been confirmed with a large scale randomised controlled clinical trial. The study will investigate the effects on falls, mobility and quality of life of ( i ) movement strategy training combined with falls prevention education, ( ii ) progressive resistance strength training combined with falls prevention education, ( iii ) a generic life-skills social program ( control group ). METHODS/DESIGN People with idiopathic Parkinson 's disease who live at home will be recruited and randomly allocated to one of three groups. Each person shall receive therapy in an out-patient setting in groups of 3-4. Each group shall be scheduled to meet once per week for 2 hours for 8 consecutive weeks. All participants will also have a structured 2 hour home practice program for each week during the 8 week intervention phase. Assessments will occur before therapy, after the 8 week therapy program, and at 3 and 12 months after the intervention. A falls calendar will be kept by each participant for 12 months after outpatient therapy.Consistent with the recommendations of the Prevention of Falls Network Europe group, three falls variables will be used as the primary outcome measures: the number of fallers, the number of multiple fallers and the falls rate. In addition to quantifying falls, we shall measure mobility, activity limitations and quality of life as secondary outcomes. DISCUSSION This study has the potential to determine whether outpatient movement strategy training combined with falls prevention education or progressive resistance strength training combined with falls prevention education are effective for reducing falls and improving mobility and life quality in people with Parkinson 's disease who live at home. TRIAL REGISTRATION Australia and New Zealand Clinical Trials Register ( ANZCTR ): ACTRN12606000344594.","[""Parkinson 's disease :"", ""Parkinson 's disease"", ""People with idiopathic Parkinson 's disease who live at home"", ""people with Parkinson 's disease who live at home .""]",People with idiopathic Parkinson 's disease who live at home,C,"['physical therapy and falls prevention education', 'movement strategy training combined with falls prevention education , ( ii ) progressive resistance strength training combined with falls prevention education , ( iii ) a generic life-skills social program ( control group ) .', 'therapy', 'home practice program']","(i) movement strategy training combined with falls prevention education, (ii) progressive resistance strength training combined with falls prevention education, (iii) a generic life-skills social program (control group)",C,"['Falls and mobility', 'falls and disability', 'falls , mobility and quality of life', 'falls', 'the number of fallers , the number of multiple fallers and the falls rate .', 'falls', 'mobility , activity limitations and quality of life', 'reducing falls', 'improving mobility and life quality']","the number of fallers, the number of multiple fallers, the falls rate, mobility, activity limitations, and quality of life",C,,1.1167470964180197,1.0,0.4,0.5714285714285715,87.5,1.031066055056359,0.9642857142857144,0.7297297297297297,0.8307692307692307,84.0,0.7129348248082417,1.0,0.4634146341463415,0.6333333333333334,76.92307692307693
11056317,Update on tamoxifen to prevent breast cancer. The Italian Tamoxifen Prevention Study.,"['to prevent breast cancer .', 'Italian Tamoxifen Prevention Study .']",FALSE,C,"['tamoxifen', 'Tamoxifen']",tamoxifen,C,,prevention of breast cancer,C,SECOND OPINION REQUIRED Probably Predictions are more accurate than Labels,0.0,0.0,0.0,0.0,0.0,0.1924500897298752,1.0,0.5,0.6666666666666666,100.0,0.0,0.0,0.0,0.0,0.0
24085050,"Pimecrolimus cream and Tacrolimus ointment in the treatment of atopic dermatitis: a pilot study on patient preference. BACKGROUND Pimecrolimus cream 1 % is approved for mild to moderate atopic dermatitis in children older than two years of age and adults. Tacrolimus ointment 0.03 % is approved for moderate to severe atopic dermatitis in the patient population between two to seventeen years of age and Tacrolimus 0.1 % ointment for moderate to severe atopic dermatitis in patients 18 years of age and older. However, beyond safety and efficacy, the delivery system or vehicle used in topical treatment formulations is equally important in affecting patient satisfaction, tolerability, and subsequent treatment compliance and hence clinical resolution of active disease.","['atopic dermatitis :', 'mild to moderate atopic dermatitis in children older than two years of age and adults .', 'moderate to severe atopic dermatitis in the patient population between two to seventeen years of age', 'moderate to severe atopic dermatitis in patients 18 years of age and older .']",children older than two years of age and adults with mild to moderate atopic dermatitis; patients between two to seventeen years of age with moderate to severe atopic dermatitis; patients 18 years of age and older with moderate to severe atopic dermatitis,P,"['Pimecrolimus cream', 'Tacrolimus ointment', 'Pimecrolimus', 'Tacrolimus ointment', 'Tacrolimus 0.1 % ointment']",Pimecrolimus cream 1%; Tacrolimus ointment 0.03%; Tacrolimus 0.1% ointment,C,"['atopic dermatitis :', 'safety and efficacy', 'patient satisfaction , tolerability , and subsequent treatment compliance', 'clinical resolution']",FALSE,I,,0.5605269358451381,0.7619047619047619,0.6956521739130435,0.7272727272727272,82.35294117647058,0.298751934109544,0.7272727272727273,0.7272727272727273,0.7272727272727273,100.0,0.0,0.0,0.0,0.0,0.0
18040663,"Intensive insulin therapy improves endothelial function and microvascular reactivity in young people with type 1 diabetes. AIMS/HYPOTHESIS Macrovascular disease is an important cause of the increased morbidity and mortality rates associated with type 1 diabetes, and this vascular impairment begins in childhood. The aim of this study was to determine whether introducing intensive diabetes management [ intensive insulin therapy ( IIT ) and 'Sweet Talk ' text-messaging support ] produces measurable improvements in endothelial function. METHODS One hundred and twenty-six patients fulfilled the eligibility criteria ( type 1 diabetes for > 1 year ; on conventional insulin therapy ( CIT ) ; aged between 8 and 18 years ), of whom 92 enrolled. Patients were randomised to group 1, CIT only ( n=28 ) ; group 2, CIT and Sweet Talk ( n=33 ) ; or group 3, IIT and Sweet Talk ( n=31 ). Vascular assessments ( including measures of endothelial damage, activation, dysfunction and oxidative stress ) and HbA1c were performed at baseline and repeated after 12 months of the study. RESULTS Glycaemic control deteriorated in patients on CIT, but improved significantly in patients allocated to IIT ( p=0.007 ). IIT was associated with significantly greater improvements in E-selectin ( p < 0.0001 ) than CIT ( group 1, p=0.026 and group 2, p=0.053 ). Vascular responses to acetylcholine improved in patients on IIT ( p=0.017 ), but not in patients receiving CIT. These changes were all independent of HbA1c level. CONCLUSIONS/INTERPRETATION IIT appears to be associated with improvements in vascular markers, independently of changes in HbA1c, suggesting that IIT may confer vascular protection in addition to improving glycaemic control.","['young people with type 1 diabetes .', 'One hundred and twenty-six patients fulfilled the eligibility criteria ( type 1 diabetes for > 1 year ; on conventional insulin therapy ( CIT ) ; aged between 8 and 18 years ) , of whom 92 enrolled .']","126 patients with type 1 diabetes for > 1 year, on conventional insulin therapy (CIT), aged between 8 and 18 years",P,"['Intensive insulin therapy', 'intensive diabetes management [ intensive', ""'Sweet Talk ' text-messaging support ]"", 'conventional insulin therapy ( CIT ) ;', 'CIT only ( n=28 ) ; group 2 , CIT and Sweet Talk ( n=33 ) ; or group 3 , IIT and Sweet Talk ( n=31 ) . Vascular assessments ( including measures of endothelial damage , activation , dysfunction and oxidative stress ) and HbA1c were performed at baseline and repeated after 12 months of the study .']",Group 1: Conventional insulin therapy (CIT) only (n=28); Group 2: CIT and 'Sweet Talk' text-messaging support (n=33); Group 3: Intensive insulin therapy (IIT) and 'Sweet Talk' text-messaging support (n=31),C,"['endothelial function', 'endothelial function .', 'Vascular assessments ( including measures of endothelial damage , activation , dysfunction and oxidative stress ) and HbA1c', 'Glycaemic control', 'E-selectin', 'Vascular responses', 'vascular markers', 'glycaemic control .']","Glycaemic control, improvements in E-selectin, vascular responses to acetylcholine, HbA1c level",P,,0.45472599598107727,0.9,0.4864864864864865,0.631578947368421,57.14285714285714,0.3129913187917509,0.6764705882352942,0.365079365079365,0.4742268041237113,50.0,0.115249174369171,0.5,0.2142857142857142,0.3,35.0
17331650,"The study of inhibiting systematic inflammatory response syndrome by applying xenogenic ( porcine ) acellular dermal matrix on second-degree burns. OBJECTIVE To investigate the influence of xenogenic ( porcine ) acellular dermal matrix on the systematic inflammatory reaction syndrome ( SIRS ), and the reaction of burn patients to tissue damage upon application to second-degree burn wounds. METHOD Seventy-two cases of patients with acute second-degree burns were enrolled in the study. According to the total burn surface area ( TBSA ) and the treatment methods, we randomly divided the patients into four groups. Group A ( treatment group ): patients with less than 30 % TBSA covered with xenogenic acellular dermal matrix. Group B ( control group ): patients with less than 30 % TBSA covered with betadine ointment gauzes. Group C ( treatment group ): patients with more than 30 % TBSA covered with porcine acellular dermal matrix. Group D ( control group ): patients with more than 30 % TBSA covered with betadine ointment gauzes. Serum level of C-reactive protein ( CRP ) was measured by single radial immunodiffusion method on 1, 4, 7 and 14 days postburn. RESULTS The serum level of CRP in group A was significantly less than that of in group B ( P < 0.05 ) on days 4, 7 and 14. The serum level of CRP in group C increased slowly, descended quickly and was significantly less than that of in group D on days 4, 7 and 14. CONCLUSION The application of xenogenic ( porcine ) acellular dermal matrix on second-degree burn wound can decrease serum level of CRP of the patients, which may play an important role in reducing SIRS and sepsis incidence.","['second-degree burns .', 'burn patients', 'second-degree burn wounds .', 'Seventy-two cases of patients with acute second-degree burns were enrolled in the study .', 'patients with less than 30 % TBSA covered with xenogenic acellular dermal matrix .', 'patients with less than 30 % TBSA covered with betadine ointment gauzes .', 'patients with more than 30 % TBSA covered with porcine acellular dermal matrix .', 'patients with more than 30 % TBSA covered with betadine ointment gauzes .', 'second-degree burn wound']",Seventy-two cases of patients with acute second-degree burns,C,"['xenogenic ( porcine ) acellular dermal matrix', 'xenogenic ( porcine ) acellular dermal matrix', 'xenogenic acellular dermal matrix .', 'betadine ointment gauzes .', 'porcine acellular dermal matrix .', 'betadine ointment gauzes .', 'xenogenic ( porcine ) acellular dermal matrix']",Group A (treatment group): patients with less than 30% TBSA covered with xenogenic acellular dermal matrix. Group B (control group): patients with less than 30% TBSA covered with betadine ointment gauzes. Group C (treatment group): patients with more than 30% TBSA covered with porcine acellular dermal matrix. Group D (control group): patients with more than 30% TBSA covered with betadine ointment gauzes.,C,"['serum level of CRP', 'serum level of CRP', 'serum level of CRP']","Serum level of C-reactive protein (CRP) was measured by single radial immunodiffusion method on 1, 4, 7 and 14 days postburn. The serum level of CRP in group A was significantly less than that of in group B (P < 0.05) on days 4, 7 and 14. The serum level of CRP in group C increased slowly, descended quickly and was significantly less than that of in group D on days 4, 7 and 14.",C,O_predictions contains outcomes AND results,1.1167470964180197,1.0,0.13513513513513514,0.2380952380952381,30.76923076923077,0.160903248433975,0.2258064516129032,0.4827586206896552,0.3076923076923077,90.0,0.0940484250116235,0.1578947368421052,1.0,0.2727272727272727,100.0
24637941,"Sorafenib dose escalation is not uniformly associated with blood pressure elevations in normotensive patients with advanced malignancies. Hypertension after treatment with vascular endothelial growth factor ( VEGF ) receptor inhibitors is associated with superior treatment outcomes for advanced cancer patients. To determine whether increased sorafenib doses cause incremental increases in blood pressure ( BP ), we measured 12-h ambulatory BP in 41 normotensive advanced solid tumor patients in a randomized dose-escalation study. After 7 days ' treatment ( 400 mg b.i.d. ), mean diastolic BP ( DBP ) increased in both study groups. After dose escalation, group A ( 400 mg t.i.d. ) had marginally significant further increase in 12-h mean DBP ( P = 0.053 ), but group B ( 600 mg b.i.d. ) did not achieve statistically significant increases ( P = 0.25 ). Within groups, individuals varied in BP response to sorafenib dose escalation, but these differences did not correlate with changes in steady-state plasma sorafenib concentrations. These findings in normotensive patients suggest BP is a complex pharmacodynamic biomarker of VEGF inhibition. Patients have intrinsic differences in sensitivity to sorafenib 's BP-elevating effects.","['normotensive patients with advanced malignancies .', 'advanced cancer patients .', '41 normotensive advanced solid tumor patients', 'findings in normotensive patients']",41 normotensive advanced solid tumor patients,C,"['Sorafenib', 'vascular endothelial growth factor ( VEGF )', 'sorafenib', 'plasma sorafenib']","Group A: 400 mg sorafenib t.i.d., Group B: 600 mg sorafenib b.i.d.",C,"['blood pressure ( BP )', 'b.i.d . ) , mean diastolic BP ( DBP )', 'increase in 12-h mean', 'varied in BP response', 'suggest']","mean diastolic blood pressure (DBP) increase, blood pressure response to sorafenib dose escalation, steady-state plasma sorafenib concentrations",C,,1.1167470964180197,1.0,0.3333333333333333,0.5,66.66666666666666,0.0721687836487032,0.125,0.2222222222222222,0.16,11.11111111111111,0.2157360364922019,0.2777777777777778,0.25,0.2631578947368421,60.0
15781531,"A comparison of the efficacy of heparinized and nonheparinized solutions for maintenance of perioperative radial arterial catheter patency and subsequent occlusion. In a randomized, double-blind, controlled study, we compared heparinized and nonheparinized infusions for the maintenance of perioperative arterial catheter patency and the incidence of subsequent radial arterial occlusion. Two-hundred patients were randomized into 2 groups to receive heparinized ( group H, n = 100 ) or nonheparinized ( group S, n = 100 ) flush solutions. Radial and ulnar blood flows were assessed using Doppler probe and pulse oximetry before, just after, and 24 h after decannulation by the same investigator. The cannulation site was examined for complications such as hematoma, nerve injury, and infection. The mean duration of cannulations was 378 +/- 159.0 min in group H and 332 +/- 154.6 min in group S. The mean number of corrective interventions caused by dampening of the pressure wave ( mean number of positional changes [ group S, 1.5 +/- 2.0 ; group H, 1.4 +/- 3.8 ] and mean number of manual flushes [ group S, 1.3 +/- 1.7 ; group H, 1.2 +/- 1.2 ] ) was not significantly different in both groups. After decannulation, partial or total occlusion developed in 20 group H patients and 16 group S patients ( not significant ). The incidence of occlusion was correlated to the presence of hematoma at the puncture site after decannulation ( P = 0.013 ), long duration of cannulation ( P = 0.04 ), and age < 65 yr ( P = 0.009 ). In conclusion, there is no significant difference between heparinized and nonheparinized flush solutions for the maintenance of perioperative radial artery catheter patency.","['perioperative radial arterial catheter', 'Two-hundred patients', 'presence of hematoma at the puncture site after decannulation', 'long duration of cannulation', 'age < 65 yr']","Two-hundred patients were randomized into 2 groups to receive heparinized ( group H, n = 100 ) or nonheparinized ( group S, n = 100 ) flush solutions.",I,"['heparinized and nonheparinized solutions', 'heparinized and nonheparinized infusions', '2 groups to receive heparinized ( group H , n = 100 ) or nonheparinized ( group S , n = 100 ) flush solutions . Radial and ulnar blood flows were assessed using Doppler probe and pulse oximetry before , just after , and 24 h after decannulation by the same investigator .', 'heparinized and nonheparinized flush solutions']","Group H received heparinized flush solutions, and Group S received nonheparinized flush solutions.",C,"['maintenance of perioperative radial arterial catheter patency and subsequent occlusion .', 'maintenance of perioperative arterial catheter patency and the incidence of subsequent radial arterial occlusion .', 'Radial and ulnar blood flows', 'Doppler probe and pulse oximetry', 'decannulation', 'The cannulation site', 'complications such as hematoma , nerve injury , and infection .', 'cannulations', 'manual flushes', 'partial or total occlusion', 'occlusion', 'hematoma', 'long duration of cannulation', 'maintenance of perioperative radial artery catheter patency .']","The mean number of corrective interventions caused by dampening of the pressure wave ( mean number of positional changes [ group S, 1.5 +/- 2.0 ; group H, 1.4 +/- 3.8 ] and mean number of manual flushes [ group S, 1.3 +/- 1.7 ; group H, 1.2 +/- 1.2 ] ) was not significantly different in both groups. After decannulation, partial or total occlusion developed in 20 group H patients and 16 group S patients ( not significant ). The incidence of occlusion was correlated to the presence of hematoma at the puncture site after decannulation ( P = 0.013 ), long duration of cannulation ( P = 0.04 ), and age < 65 yr ( P = 0.009 ).",P,,0.07932706948901815,0.13043478260869565,0.13043478260869565,0.13043478260869565,15.789473684210526,0.2562556079066089,0.6923076923076923,0.1636363636363636,0.2647058823529412,21.428571428571427,0.120753733025364,0.1574074074074074,0.2575757575757575,0.1954022988505747,37.5
4678681,Joint study of extracranial arterial occlusion. VI. Racial differences in hospitalized patients with ischemic stroke.,['hospitalized patients with ischemic stroke .'],FALSE,I,,FALSE,C,,FALSE,P,"Outcome ""extracranial arterial occlusion""?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18395723,"Effect of intestinal production of equol on menopausal symptoms in women treated with soy isoflavones. OBJECTIVE To evaluate the effect of soy isoflavones on menopausal symptoms in women who do and who do not produce equol, a daidzein metabolite. METHOD A randomized, double-blind, placebo-controlled clinical trial was conducted over 6 months with 96 healthy menopausal women. After taking take 135 mg of isoflavones daily for 1 week, the women in the study group were assigned to the equol-producing ( EP ) or the non-EP group according to the presence or absence of equol in their urine. Menopausal symptoms were evaluated using a modified Kupperman Index. RESULT Compared with the placebo group, the scores for hot flashes and excessive sweating were significantly reduced after 3 months, and the scores for weakness, palpitations, limb paresthesia, and total symptoms after 6 months, in the EP group only. CONCLUSIONS Isoflavone supplementation improves menopausal symptoms only in women with the ability to produce equol.","['menopausal symptoms in women treated with soy isoflavones .', 'women who do and who do not produce equol', '96 healthy menopausal women .']",96 healthy menopausal women,C,"['soy isoflavones .', 'soy isoflavones', 'placebo-controlled', 'isoflavones', 'placebo', 'Isoflavone supplementation']","135 mg of isoflavones daily for 1 week, assigned to the equol-producing (EP) or the non-EP group according to the presence or absence of equol in their urine",P,"['menopausal symptoms', 'hot flashes and excessive sweating', 'weakness , palpitations , limb paresthesia , and total symptoms', 'menopausal symptoms']","scores for hot flashes and excessive sweating significantly reduced after 3 months, scores for weakness, palpitations, limb paresthesia, and total symptoms after 6 months in the EP group only",P,,0.7870791732505169,1.0,0.19047619047619047,0.32,40.0,0.0682887415170525,0.0333333333333333,0.1,0.05,16.666666666666664,0.461286531446207,0.4137931034482758,0.75,0.5333333333333333,90.9090909090909
